 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
    +120	 +0.3496966670967229E+004	 +0.0000000000000000E+000	 +0.4307895530049031E+000	 +0.3496966670967229E+004	
    +121	 +0.3571833268162772E+004	 +0.0000000000000000E+000	 +0.4261780056126768E+000	 +0.3571833268162772E+004	
    +122	 +0.3689048164923577E+004	 +0.1949189680138845E+004	 +0.4204726967279057E+000	 +0.1739858484784731E+004	
    +123	 +0.3804609932649877E+004	 +0.1801644786711098E+004	 +0.4124713506652879E+000	 +0.2002965145938779E+004	
    +124	 +0.3897382337900035E+004	 +0.6564450226806912E+003	 +0.4077276937133969E+000	 +0.3240937315219343E+004	
    +125	 +0.3958992031149109E+004	 +0.0000000000000000E+000	 +0.4044824894171888E+000	 +0.3958992031149109E+004	
    +126	 +0.4045167659668146E+004	 +0.0000000000000000E+000	 +0.4028489292720395E+000	 +0.4045167659668146E+004	
    +127	 +0.4099544741309156E+004	 +0.0000000000000000E+000	 +0.4000388292182142E+000	 +0.4099544741309156E+004	
    +128	 +0.4147273555925286E+004	 +0.0000000000000000E+000	 +0.3979795065270847E+000	 +0.4147273555925286E+004	
    +129	 +0.4298857849313265E+004	 +0.2175183854821921E+002	 +0.3346101868203589E+000	 +0.4277106010765046E+004	
    +130	 +0.4145825313073698E+004	 +0.5923514374179221E+004	 +0.3311395260563176E+000	 +0.0000000000000000E+000	
    +131	 +0.3814494737160484E+004	 +0.1440565971190388E+005	 +0.3312864492219925E+000	 +0.0000000000000000E+000	
    +132	 +0.3556777751474831E+004	 +0.1295814563750096E+005	 +0.3089150368649787E+000	 +0.0000000000000000E+000	
    +133	 +0.3322425214588392E+004	 +0.2366862668198064E+005	 +0.2999292656011586E+000	 +0.0000000000000000E+000	
    +134	 +0.3056031085169267E+004	 +0.2462659450465375E+005	 +0.2985675747472017E+000	 +0.0000000000000000E+000	
    +135	 +0.2967457330732081E+004	 +0.2364299998818606E+005	 +0.3040382853442967E+000	 +0.0000000000000000E+000	
    +136	 +0.2914682539722603E+004	 +0.1784523663275815E+005	 +0.3007203407406043E+000	 +0.0000000000000000E+000	
    +137	 +0.3039628937939556E+004	 +0.7288071715845416E+004	 +0.2976926386169061E+000	 +0.0000000000000000E+000	
    +138	 +0.3090163488760386E+004	 +0.2162223193088779E+002	 +0.2877201165517782E+000	 +0.3068541256829498E+004	
    +139	 +0.3436901490580886E+004	 +0.0000000000000000E+000	 +0.2843244228745283E+000	 +0.3436901490580886E+004	
    +140	 +0.3403880543091980E+004	 +0.0000000000000000E+000	 +0.2788414447795770E+000	 +0.3403880543091980E+004	
    +141	 +0.3511352341410627E+004	 +0.0000000000000000E+000	 +0.2790759699337158E+000	 +0.3511352341410627E+004	
    +142	 +0.3592087709242276E+004	 +0.0000000000000000E+000	 +0.2763359538834126E+000	 +0.3592087709242276E+004	
    +143	 +0.3667717511364781E+004	 +0.0000000000000000E+000	 +0.2758977451361836E+000	 +0.3667717511364781E+004	
    +144	 +0.3663133005984218E+004	 +0.0000000000000000E+000	 +0.3337829804971875E+000	 +0.3663133005984218E+004	
    +145	 +0.3723109666062838E+004	 +0.0000000000000000E+000	 +0.3637197987575410E+000	 +0.3723109666062838E+004	
    +146	 +0.3777363383049067E+004	 +0.0000000000000000E+000	 +0.3851995209911164E+000	 +0.3777363383049067E+004	
    +147	 +0.3822923163604861E+004	 +0.0000000000000000E+000	 +0.3911368980702162E+000	 +0.3822923163604861E+004	
    +148	 +0.3869128388567762E+004	 +0.0000000000000000E+000	 +0.3982697465675007E+000	 +0.3869128388567762E+004	
    +149	 +0.3892344246504125E+004	 +0.0000000000000000E+000	 +0.3984852208174917E+000	 +0.3892344246504125E+004	
    +150	 +0.3923064487495056E+004	 +0.0000000000000000E+000	 +0.4034076234624898E+000	 +0.3923064487495056E+004	
    +151	 +0.3945679234451767E+004	 +0.0000000000000000E+000	 +0.4053379588472446E+000	 +0.3945679234451767E+004	
    +152	 +0.4033596914543901E+004	 +0.0000000000000000E+000	 +0.4087876534407785E+000	 +0.4033596914543901E+004	
    +153	 +0.4172956792172174E+004	 +0.4506214476170263E+002	 +0.3464687504730719E+000	 +0.4127894647410471E+004	
    +154	 +0.4042368553338350E+004	 +0.1894786785943894E+004	 +0.3193009768699698E+000	 +0.2147581767394456E+004	
    +155	 +0.3843986514817338E+004	 +0.4507944090757993E+004	 +0.3156102347148131E+000	 +0.0000000000000000E+000	
    +156	 +0.3482203306946305E+004	 +0.1200158756367953E+005	 +0.3214783565741797E+000	 +0.0000000000000000E+000	
    +157	 +0.3301120593042792E+004	 +0.9185783736005291E+004	 +0.3192451938673841E+000	 +0.0000000000000000E+000	
    +158	 +0.3104132539513581E+004	 +0.9719307261196300E+004	 +0.3239286552152834E+000	 +0.0000000000000000E+000	
    +159	 +0.3047322401257198E+004	 +0.9975427320177678E+004	 +0.3237680668754867E+000	 +0.0000000000000000E+000	
    +160	 +0.2984397529086975E+004	 +0.9567413570919711E+004	 +0.3176645253738511E+000	 +0.0000000000000000E+000	
    +161	 +0.2999070256096239E+004	 +0.8522787441557661E+004	 +0.3137694572976897E+000	 +0.0000000000000000E+000	
    +162	 +0.3175217508262691E+004	 +0.2159489709276130E+002	 +0.3071526799169734E+000	 +0.3153622611169930E+004	
    +163	 +0.3307382250562016E+004	 +0.0000000000000000E+000	 +0.3099577070599093E+000	 +0.3307382250562016E+004	
    +164	 +0.3244999218732060E+004	 +0.0000000000000000E+000	 +0.3092927596497929E+000	 +0.3244999218732060E+004	
    +165	 +0.3344430518713058E+004	 +0.0000000000000000E+000	 +0.3088782718122952E+000	 +0.3344430518713058E+004	
    +166	 +0.3416791909863878E+004	 +0.0000000000000000E+000	 +0.3034431768380901E+000	 +0.3416791909863878E+004	
    +167	 +0.3485757788836930E+004	 +0.0000000000000000E+000	 +0.3005024913187691E+000	 +0.3485757788836930E+004	
    +168	 +0.3466948210687916E+004	 +0.0000000000000000E+000	 +0.3586592249678074E+000	 +0.3466948210687916E+004	
    +169	 +0.3531269710917634E+004	 +0.0000000000000000E+000	 +0.3876182954280953E+000	 +0.3531269710917634E+004	
    +170	 +0.3599935101027494E+004	 +0.0000000000000000E+000	 +0.4060037010700334E+000	 +0.3599935101027494E+004	
    +171	 +0.3665628111999974E+004	 +0.0000000000000000E+000	 +0.4072177708297675E+000	 +0.3665628111999974E+004	
    +172	 +0.3775502371110530E+004	 +0.0000000000000000E+000	 +0.4115287501151451E+000	 +0.3775502371110530E+004	
    +173	 +0.3814349934168684E+004	 +0.0000000000000000E+000	 +0.4107431268444360E+000	 +0.3814349934168684E+004	
    +174	 +0.3857838201983620E+004	 +0.0000000000000000E+000	 +0.4157141720327528E+000	 +0.3857838201983620E+004	
    +175	 +0.3880772500000616E+004	 +0.0000000000000000E+000	 +0.4173744738530187E+000	 +0.3880772500000616E+004	
    +176	 +0.4039146286300368E+004	 +0.0000000000000000E+000	 +0.3645025780470916E+000	 +0.4039146286300368E+004	
    +177	 +0.4054050460286785E+004	 +0.2171861821047166E+002	 +0.3348580970163706E+000	 +0.4032331842076313E+004	
    +178	 +0.4043575633075723E+004	 +0.3468973676689931E+003	 +0.3139359740475377E+000	 +0.3696678265406730E+004	
    +179	 +0.3983770429167888E+004	 +0.9040868339778914E+003	 +0.3098789692737367E+000	 +0.3079683595189997E+004	
    +180	 +0.3983724087586760E+004	 +0.6362589319115765E+003	 +0.3026530175742690E+000	 +0.3347465155675184E+004	
    +181	 +0.3956726330122369E+004	 +0.1001826630272229E+004	 +0.3038607196583745E+000	 +0.2954899699850140E+004	
    +182	 +0.3761427679053209E+004	 +0.1798319317394046E+005	 +0.3131712029858201E+000	 +0.0000000000000000E+000	
    +183	 +0.3599759244856039E+004	 +0.1365416224854800E+005	 +0.3179596699125605E+000	 +0.0000000000000000E+000	
    +184	 +0.3469494746851812E+004	 +0.9997916381680481E+004	 +0.3145018070844828E+000	 +0.0000000000000000E+000	
    +185	 +0.3493628432846009E+004	 +0.4642352299214023E+004	 +0.3097162926082195E+000	 +0.0000000000000000E+000	
    +186	 +0.3438883161708914E+004	 +0.0000000000000000E+000	 +0.3605921197847244E+000	 +0.3438883161708914E+004	
    +187	 +0.3505583422485160E+004	 +0.0000000000000000E+000	 +0.3874680944904944E+000	 +0.3505583422485160E+004	
    +188	 +0.3452911027234667E+004	 +0.0000000000000000E+000	 +0.4036320570291753E+000	 +0.3452911027234667E+004	
    +189	 +0.3540419853345767E+004	 +0.0000000000000000E+000	 +0.4053474160694436E+000	 +0.3540419853345767E+004	
    +190	 +0.3589644410124901E+004	 +0.0000000000000000E+000	 +0.4111930829577880E+000	 +0.3589644410124901E+004	
    +191	 +0.3659044483280245E+004	 +0.1339380782439724E+004	 +0.4128378722911171E+000	 +0.2319663700840521E+004	
    +192	 +0.3798252453720353E+004	 +0.2563187553320058E+004	 +0.4175174945688990E+000	 +0.1235064900400295E+004	
    +193	 +0.3861585854654297E+004	 +0.1496725153726147E+004	 +0.4197362266767689E+000	 +0.2364860700928150E+004	
    +194	 +0.3927634019687412E+004	 +0.2735065078534404E+003	 +0.4249124019693921E+000	 +0.3654127511833972E+004	
    +195	 +0.3993157053583092E+004	 +0.1117806719487328E+004	 +0.4250015003802575E+000	 +0.2875350334095763E+004	
    +196	 +0.4121872249616933E+004	 +0.1974953283789708E+003	 +0.4235550215646731E+000	 +0.3924376921237962E+004	
    +197	 +0.4152715453118580E+004	 +0.0000000000000000E+000	 +0.4194537465292656E+000	 +0.4152715453118580E+004	
    +198	 +0.4190883032976560E+004	 +0.0000000000000000E+000	 +0.4161559707405268E+000	 +0.4190883032976560E+004	
    +199	 +0.4222193485126966E+004	 +0.0000000000000000E+000	 +0.4130151115555171E+000	 +0.4222193485126966E+004	
    +200	 +0.4383490756524318E+004	 +0.0000000000000000E+000	 +0.3564157536698911E+000	 +0.4383490756524318E+004	
    +201	 +0.4390178583965122E+004	 +0.2175346365509957E+002	 +0.3280596683546160E+000	 +0.4368425120310022E+004	
    +202	 +0.4380671699037473E+004	 +0.3986395597252165E+003	 +0.3073542403072544E+000	 +0.3982032139312256E+004	
    +203	 +0.4330329203683401E+004	 +0.7154013469625531E+003	 +0.3028617215303999E+000	 +0.3614927856720848E+004	
    +204	 +0.4311929491483044E+004	 +0.1173863984450948E+004	 +0.2963218350142753E+000	 +0.3138065507032096E+004	
    +205	 +0.4264078730217031E+004	 +0.1283104399298388E+004	 +0.2953377606593930E+000	 +0.2980974330918643E+004	
    +206	 +0.4030744278826509E+004	 +0.1880040666956201E+005	 +0.2983671496176775E+000	 +0.0000000000000000E+000	
    +207	 +0.3817231586220790E+004	 +0.1812338669443491E+005	 +0.2945152553985477E+000	 +0.0000000000000000E+000	
    +208	 +0.3672789403070581E+004	 +0.1422404072430941E+005	 +0.2919498717066476E+000	 +0.0000000000000000E+000	
    +209	 +0.3712306862362376E+004	 +0.5236609923088226E+004	 +0.2928168827994153E+000	 +0.0000000000000000E+000	
    +210	 +0.3681778973016130E+004	 +0.0000000000000000E+000	 +0.3432718147995353E+000	 +0.3681778973016130E+004	
    +211	 +0.5063104156883745E+004	 +0.0000000000000000E+000	 +0.3727456099978422E+000	 +0.5063104156883745E+004	
    +212	 +0.5028663949743383E+004	 +0.0000000000000000E+000	 +0.3946749758059159E+000	 +0.5028663949743383E+004	
    +213	 +0.5206214213315227E+004	 +0.0000000000000000E+000	 +0.4004162279079823E+000	 +0.5206214213315227E+004	
    +214	 +0.5311955710412270E+004	 +0.0000000000000000E+000	 +0.4098063595447971E+000	 +0.5311955710412270E+004	
    +215	 +0.5461490798433869E+004	 +0.0000000000000000E+000	 +0.4133792659494129E+000	 +0.5461490798433869E+004	
    +216	 +0.5716301942923055E+004	 +0.0000000000000000E+000	 +0.4174701837019163E+000	 +0.5716301942923055E+004	
    +217	 +0.5854736541997835E+004	 +0.0000000000000000E+000	 +0.4162397892909154E+000	 +0.5854736541997835E+004	
    +218	 +0.6009019302123218E+004	 +0.0000000000000000E+000	 +0.4168770695011088E+000	 +0.6009019302123218E+004	
    +219	 +0.6152387258655883E+004	 +0.0000000000000000E+000	 +0.4161822451092213E+000	 +0.6152387258655883E+004	
    +220	 +0.6364278504602248E+004	 +0.0000000000000000E+000	 +0.4189177025380391E+000	 +0.6364278504602248E+004	
    +221	 +0.6479257004982308E+004	 +0.0000000000000000E+000	 +0.4208803899932199E+000	 +0.6479257004982308E+004	
    +222	 +0.6605011797123339E+004	 +0.0000000000000000E+000	 +0.4218434476103110E+000	 +0.6605011797123339E+004	
    +223	 +0.6709778301914658E+004	 +0.0000000000000000E+000	 +0.4188041276415441E+000	 +0.6709778301914658E+004	
    +224	 +0.7024321478989287E+004	 +0.0000000000000000E+000	 +0.3588774131415413E+000	 +0.7024321478989287E+004	
    +225	 +0.7105362350151816E+004	 +0.2175020109811271E+002	 +0.3263734246780641E+000	 +0.7083612149053703E+004	
