 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.2745591060365276E+004	 +0.0000000000000000E+000	 -0.4994680351989371E+000	 +0.2745591060365276E+004	
      +2	 +0.3085555200813405E+004	 +0.0000000000000000E+000	 -0.1158169514413836E+000	 +0.3085555200813405E+004	
      +3	 +0.3114957424260215E+004	 +0.0000000000000000E+000	 -0.1116860734253318E+000	 +0.3114957424260215E+004	
      +4	 +0.2925703567358784E+004	 +0.0000000000000000E+000	 -0.3894857993044736E-001	 +0.2925703567358784E+004	
      +5	 +0.2940509271048611E+004	 +0.0000000000000000E+000	 -0.4057049500935045E-001	 +0.2940509271048611E+004	
      +6	 +0.2809530880687988E+004	 +0.0000000000000000E+000	 +0.7314729733871513E-002	 +0.2809530880687988E+004	
      +7	 +0.2817765780866815E+004	 +0.0000000000000000E+000	 +0.6757917179542419E-002	 +0.2817765780866815E+004	
      +8	 +0.2851159936303635E+004	 +0.0000000000000000E+000	 -0.1499107849429118E-001	 +0.2851159936303635E+004	
      +9	 +0.2827139238731158E+004	 +0.1422802539634971E+004	 -0.5053577958083421E-001	 +0.1404336699096188E+004	
     +10	 +0.2617439097885725E+004	 +0.2677908872556784E+005	 -0.3742200938178573E-001	 +0.0000000000000000E+000	
     +11	 +0.3055405853956010E+004	 +0.9786074266242312E+005	 -0.3364438562565111E-001	 +0.0000000000000000E+000	
     +12	 +0.2671971490785880E+004	 +0.2610700523541795E+006	 -0.1040424574988255E-001	 +0.0000000000000000E+000	
     +13	 +0.2344006270166376E+004	 +0.4221976208911239E+006	 -0.2525050899059595E-001	 +0.0000000000000000E+000	
     +14	 +0.1973888185405621E+004	 +0.3463233788871412E+006	 -0.8853639771395541E-002	 +0.0000000000000000E+000	
     +15	 +0.2043922277037416E+004	 +0.4570182713229964E+005	 -0.8879577069958514E-002	 +0.0000000000000000E+000	
     +16	 +0.1480589744255943E+004	 +0.1031475046551692E+005	 +0.2817709019708590E-003	 +0.0000000000000000E+000	
     +17	 +0.1665308038042896E+004	 +0.1417115716506863E+004	 +0.1267842662120912E-002	 +0.2481923215360337E+003	
     +18	 +0.1693137265124452E+004	 +0.0000000000000000E+000	 +0.1067407623752205E+000	 +0.1693137265124452E+004	
     +19	 +0.1788933117797769E+004	 +0.0000000000000000E+000	 +0.1463758452696222E+000	 +0.1788933117797769E+004	
     +20	 +0.1710774853796489E+004	 +0.0000000000000000E+000	 +0.2065029708487840E+000	 +0.1710774853796489E+004	
     +21	 +0.1799283948129069E+004	 +0.0000000000000000E+000	 +0.2266656420732422E+000	 +0.1799283948129069E+004	
     +22	 +0.1822650863629208E+004	 +0.0000000000000000E+000	 +0.2586953425593931E+000	 +0.1822650863629208E+004	
     +23	 +0.1870231268666183E+004	 +0.0000000000000000E+000	 +0.2681233268786528E+000	 +0.1870231268666183E+004	
     +24	 +0.1964813513596391E+004	 +0.0000000000000000E+000	 +0.2854462620393564E+000	 +0.1964813513596391E+004	
     +25	 +0.2035248649478531E+004	 +0.0000000000000000E+000	 +0.2908118556656978E+000	 +0.2035248649478531E+004	
     +26	 +0.2128558361466474E+004	 +0.0000000000000000E+000	 +0.3023049490267826E+000	 +0.2128558361466474E+004	
     +27	 +0.2234752396091954E+004	 +0.0000000000000000E+000	 +0.3043454977974375E+000	 +0.2234752396091954E+004	
     +28	 +0.2315551010076045E+004	 +0.0000000000000000E+000	 +0.3132735036922305E+000	 +0.2315551010076045E+004	
     +29	 +0.2372861948283642E+004	 +0.0000000000000000E+000	 +0.3199900151561070E+000	 +0.2372861948283642E+004	
     +30	 +0.2428018759847037E+004	 +0.0000000000000000E+000	 +0.3299905119872575E+000	 +0.2428018759847037E+004	
     +31	 +0.2478513397660323E+004	 +0.0000000000000000E+000	 +0.3362630992378280E+000	 +0.2478513397660323E+004	
     +32	 +0.2626054154052999E+004	 +0.0000000000000000E+000	 +0.1973023601580695E+000	 +0.2626054154052999E+004	
     +33	 +0.2643498556760601E+004	 +0.2610799878697374E+003	 +0.9954965693228757E-001	 +0.2382418568890864E+004	
     +34	 +0.2654288139479284E+004	 +0.2333612557229061E+004	 +0.6600614164548670E-001	 +0.3206755822502232E+003	
