 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.3609874562207101E+004	 +0.0000000000000000E+000	 -0.5974735965979278E-001	 +0.3609874562207101E+004	
      +2	 +0.4727792244141649E+004	 +0.0000000000000000E+000	 +0.8072521008122199E+000	 +0.4727792244141649E+004	
      +3	 +0.4754148820456567E+004	 +0.0000000000000000E+000	 +0.8543586749788400E+000	 +0.4754148820456567E+004	
      +4	 +0.4306763624132829E+004	 +0.0000000000000000E+000	 +0.1046356455172606E+001	 +0.4306763624132829E+004	
      +5	 +0.4320048434168989E+004	 +0.0000000000000000E+000	 +0.1080566139751333E+001	 +0.4320048434168989E+004	
      +6	 +0.4018501891882576E+004	 +0.0000000000000000E+000	 +0.1213215638016436E+001	 +0.4018501891882576E+004	
      +7	 +0.4025976330858223E+004	 +0.0000000000000000E+000	 +0.1238601644322716E+001	 +0.4025976330858223E+004	
      +8	 +0.3928688298161465E+004	 +0.0000000000000000E+000	 +0.1276515282451294E+001	 +0.3928688298161465E+004	
      +9	 +0.3907824240536627E+004	 +0.1024424399678684E+004	 +0.1237514053766657E+001	 +0.2883399840857943E+004	
     +10	 +0.3610580593314397E+004	 +0.1928106756027451E+005	 +0.1265661351315677E+001	 +0.0000000000000000E+000	
     +11	 +0.4403624420716253E+004	 +0.8565532371690901E+005	 +0.1247633348906793E+001	 +0.0000000000000000E+000	
     +12	 +0.3967641912304445E+004	 +0.2316900409649033E+006	 +0.1277292424265389E+001	 +0.0000000000000000E+000	
     +13	 +0.3664989850660452E+004	 +0.3764852795066455E+006	 +0.1241593932533082E+001	 +0.0000000000000000E+000	
     +14	 +0.3258210625241700E+004	 +0.3091886167898716E+006	 +0.1260107455353136E+001	 +0.0000000000000000E+000	
     +15	 +0.3339877654135426E+004	 +0.4055994451241370E+005	 +0.1242878965895077E+001	 +0.0000000000000000E+000	
     +16	 +0.2385402001861163E+004	 +0.7426667973325056E+004	 +0.1253506108483531E+001	 +0.0000000000000000E+000	
     +17	 +0.2548839182787404E+004	 +0.1020329860762141E+004	 +0.1239915041325381E+001	 +0.1528509322025263E+004	
     +18	 +0.2497467551739777E+004	 +0.0000000000000000E+000	 +0.1316191818640956E+001	 +0.2497467551739777E+004	
     +19	 +0.2583438588836903E+004	 +0.0000000000000000E+000	 +0.1366539214835036E+001	 +0.2583438588836903E+004	
     +20	 +0.2457689813173734E+004	 +0.0000000000000000E+000	 +0.1439250139892805E+001	 +0.2457689813173734E+004	
     +21	 +0.2541555888706740E+004	 +0.0000000000000000E+000	 +0.1476496460212257E+001	 +0.2541555888706740E+004	
     +22	 +0.2528948346249565E+004	 +0.0000000000000000E+000	 +0.1530227190391691E+001	 +0.2528948346249565E+004	
     +23	 +0.2571624447883109E+004	 +0.0000000000000000E+000	 +0.1556550280104915E+001	 +0.2571624447883109E+004	
     +24	 +0.2648269905911468E+004	 +0.0000000000000000E+000	 +0.1515025833674847E+001	 +0.2648269905911468E+004	
     +25	 +0.2711829650400110E+004	 +0.0000000000000000E+000	 +0.1533085513530124E+001	 +0.2711829650400110E+004	
     +26	 +0.2774963746406509E+004	 +0.0000000000000000E+000	 +0.1534840311769960E+001	 +0.2774963746406509E+004	
     +27	 +0.2870770443894223E+004	 +0.0000000000000000E+000	 +0.1547370997173734E+001	 +0.2870770443894223E+004	
     +28	 +0.2924707458484137E+004	 +0.0000000000000000E+000	 +0.1553799935774137E+001	 +0.2924707458484137E+004	
     +29	 +0.2976143835184117E+004	 +0.0000000000000000E+000	 +0.1563207170713855E+001	 +0.2976143835184117E+004	
     +30	 +0.3012064409602424E+004	 +0.0000000000000000E+000	 +0.1569937031328802E+001	 +0.3012064409602424E+004	
     +31	 +0.3057575371474175E+004	 +0.0000000000000000E+000	 +0.1577071916303402E+001	 +0.3057575371474175E+004	
