 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.1458412231915197E+004	 +0.0000000000000000E+000	 -0.6354511204077852E+000	 +0.1458412231915197E+004	
      +2	 +0.1063121947647292E+004	 +0.0000000000000000E+000	 -0.4919526146532389E+000	 +0.1063121947647292E+004	
      +3	 +0.1087413560629079E+004	 +0.0000000000000000E+000	 -0.5011602509348637E+000	 +0.1087413560629079E+004	
      +4	 +0.1112681203655910E+004	 +0.0000000000000000E+000	 -0.3824667371188740E+000	 +0.1112681203655910E+004	
      +5	 +0.1124887630711428E+004	 +0.0000000000000000E+000	 -0.3732326907929515E+000	 +0.1124887630711428E+004	
      +6	 +0.1138217696561049E+004	 +0.0000000000000000E+000	 -0.3001010383745406E+000	 +0.1138217696561049E+004	
      +7	 +0.1142952049692397E+004	 +0.0000000000000000E+000	 -0.2829855542278131E+000	 +0.1142952049692397E+004	
      +8	 +0.1160032405228023E+004	 +0.0000000000000000E+000	 -0.5375546659084263E+000	 +0.1160032405228023E+004	
      +9	 +0.1139104917168331E+004	 +0.8772675994369026E+003	 -0.6382372217058236E+000	 +0.2618373177314279E+003	
     +10	 +0.1047119496402424E+004	 +0.1651137542066368E+005	 -0.6503843153623090E+000	 +0.0000000000000000E+000	
     +11	 +0.1164214888235967E+004	 +0.5676696270134857E+005	 -0.6688782999513559E+000	 +0.0000000000000000E+000	
     +12	 +0.9330210139908258E+003	 +0.1506935187379579E+006	 -0.6418390449719978E+000	 +0.0000000000000000E+000	
     +13	 +0.6629530774886060E+003	 +0.2432749912858357E+006	 -0.6957344182200530E+000	 +0.0000000000000000E+000	
     +14	 +0.4329050478800187E+003	 +0.1994707694314278E+006	 -0.6909733702174840E+000	 +0.0000000000000000E+000	
     +15	 +0.4365191165358065E+003	 +0.2638058812076029E+005	 -0.7020918977645108E+000	 +0.0000000000000000E+000	
     +16	 +0.2678952927391506E+003	 +0.6359839912849907E+004	 -0.7257180625807527E+000	 +0.0000000000000000E+000	
     +17	 +0.4127010561398251E+003	 +0.8737612339820746E+003	 -0.7445446335417315E+000	 +0.0000000000000000E+000	
     +18	 +0.5428356618164888E+003	 +0.0000000000000000E+000	 -0.4567680846100618E+000	 +0.5428356618164888E+003	
     +19	 +0.6237874053739446E+003	 +0.0000000000000000E+000	 -0.3447730969377119E+000	 +0.6237874053739446E+003	
     +20	 +0.6373028223571281E+003	 +0.0000000000000000E+000	 -0.2753189184495831E+000	 +0.6373028223571281E+003	
     +21	 +0.7038504231584226E+003	 +0.0000000000000000E+000	 -0.2043152379645222E+000	 +0.7038504231584226E+003	
     +22	 +0.7392617017841466E+003	 +0.0000000000000000E+000	 -0.1594229677265500E+000	 +0.7392617017841466E+003	
     +23	 +0.7810871436337654E+003	 +0.0000000000000000E+000	 -0.1157595112631980E+000	 +0.7810871436337654E+003	
     +24	 +0.8354947984878380E+003	 +0.0000000000000000E+000	 -0.8311229362549731E-001	 +0.8354947984878380E+003	
     +25	 +0.8978198284054766E+003	 +0.0000000000000000E+000	 -0.5548068777982067E-001	 +0.8978198284054766E+003	
     +26	 +0.9885269566134447E+003	 +0.0000000000000000E+000	 -0.2887320044285302E-001	 +0.9885269566134447E+003	
     +27	 +0.1082311189149184E+004	 +0.0000000000000000E+000	 -0.1015713442325594E-001	 +0.1082311189149184E+004	
     +28	 +0.1160402882824483E+004	 +0.0000000000000000E+000	 +0.1356062489156999E-001	 +0.1160402882824483E+004	
     +29	 +0.1210843469058506E+004	 +0.0000000000000000E+000	 +0.3115534793598674E-001	 +0.1210843469058506E+004	
     +30	 +0.1265631984296844E+004	 +0.0000000000000000E+000	 +0.5446812506785050E-001	 +0.1265631984296844E+004	
     +31	 +0.1309161162059044E+004	 +0.0000000000000000E+000	 +0.6993140211582083E-001	 +0.1309161162059044E+004	
     +32	 +0.1352040371404776E+004	 +0.0000000000000000E+000	 -0.2162713014413593E+000	 +0.1352040371404776E+004	
     +33	 +0.1375909738356057E+004	 +0.1609759666849210E+003	 -0.3249963245745536E+000	 +0.1214933771671135E+004	
     +34	 +0.1381815160137012E+004	 +0.1438852285589378E+004	 -0.3893429687956130E+000	 +0.0000000000000000E+000	
     +35	 +0.1602727551736237E+004	 +0.2602352837173188E+005	 -0.4281127013085681E+000	 +0.0000000000000000E+000	
     +36	 +0.1212536327644626E+004	 +0.2968210918727778E+005	 -0.4471080340275551E+000	 +0.0000000000000000E+000	
     +37	 +0.1427747517475533E+004	 +0.3839059606018702E+005	 -0.4816862788956553E+000	 +0.0000000000000000E+000	
     +38	 +0.1078591258168477E+004	 +0.2149773012047786E+005	 -0.5013958686450242E+000	 +0.0000000000000000E+000	
     +39	 +0.1388491320087370E+004	 +0.2329262987590204E+005	 -0.5283413064813612E+000	 +0.0000000000000000E+000	
     +40	 +0.1119630357787295E+004	 +0.1167060710421358E+005	 -0.5526614752851069E+000	 +0.0000000000000000E+000	
     +41	 +0.1159991724187475E+004	 +0.4356172610005687E+004	 -0.5793639872561568E+000	 +0.0000000000000000E+000	
     +42	 +0.1223382061208540E+004	 +0.0000000000000000E+000	 -0.3126224062818904E+000	 +0.1223382061208540E+004	
     +43	 +0.1281697341223167E+004	 +0.0000000000000000E+000	 -0.2122489165966249E+000	 +0.1281697341223167E+004	
     +44	 +0.1289166100412071E+004	 +0.0000000000000000E+000	 -0.1442760726906907E+000	 +0.1289166100412071E+004	
     +45	 +0.1367643943719286E+004	 +0.0000000000000000E+000	 -0.8163273293228812E-001	 +0.1367643943719286E+004	
     +46	 +0.1409855626436259E+004	 +0.0000000000000000E+000	 -0.4424111141398426E-001	 +0.1409855626436259E+004	
     +47	 +0.1459359046796657E+004	 +0.0000000000000000E+000	 -0.2283824737179974E-002	 +0.1459359046796657E+004	
     +48	 +0.1534018737173453E+004	 +0.0000000000000000E+000	 +0.2499797748753746E-001	 +0.1534018737173453E+004	
     +49	 +0.1560680069477362E+004	 +0.0000000000000000E+000	 +0.5283789061424158E-001	 +0.1560680069477362E+004	
     +50	 +0.1575239082322924E+004	 +0.0000000000000000E+000	 +0.7721641506251163E-001	 +0.1575239082322924E+004	
     +51	 +0.1574648594090459E+004	 +0.0000000000000000E+000	 +0.9876073949158026E-001	 +0.1574648594090459E+004	
     +52	 +0.1582017729744551E+004	 +0.0000000000000000E+000	 +0.1224540110178802E+000	 +0.1582017729744551E+004	
     +53	 +0.1576330314630791E+004	 +0.0000000000000000E+000	 +0.1422867513275322E+000	 +0.1576330314630791E+004	
     +54	 +0.1576850913553380E+004	 +0.0000000000000000E+000	 +0.1650699589359830E+000	 +0.1576850913553380E+004	
     +55	 +0.1569702473189317E+004	 +0.0000000000000000E+000	 +0.1798206965865545E+000	 +0.1569702473189317E+004	
     +56	 +0.1569487776109071E+004	 +0.0000000000000000E+000	 -0.1065877383393168E+000	 +0.1569487776109071E+004	
     +57	 +0.1555393678106759E+004	 +0.1611741373515830E+003	 -0.2130403047061769E+000	 +0.1394219540755176E+004	
     +58	 +0.1662718384437233E+004	 +0.5867574557099686E+005	 -0.1577778925066097E+000	 +0.0000000000000000E+000	
     +59	 +0.1346876633410861E+004	 +0.1089724465145613E+006	 -0.1926452368938802E+000	 +0.0000000000000000E+000	
     +60	 +0.1046790967976295E+004	 +0.1418365272055508E+006	 -0.2217693409189072E+000	 +0.0000000000000000E+000	
     +61	 +0.8093209695622434E+003	 +0.1526965487706565E+006	 -0.2784259764793726E+000	 +0.0000000000000000E+000	
     +62	 +0.6138637858671138E+003	 +0.1662729060442438E+006	 -0.2991518452530705E+000	 +0.0000000000000000E+000	
     +63	 +0.5253486925848290E+003	 +0.1527006450804845E+006	 -0.3117264709809529E+000	 +0.0000000000000000E+000	
     +64	 +0.4991405488942690E+003	 +0.1098509346187976E+006	 -0.3384934239081209E+000	 +0.0000000000000000E+000	
     +65	 +0.5887887376102235E+003	 +0.3702340279684992E+005	 -0.3631703415814708E+000	 +0.0000000000000000E+000	
     +66	 +0.4628055207970484E+003	 +0.2911757231866400E+004	 -0.9515250831063268E-001	 +0.0000000000000000E+000	
     +67	 +0.6062508611910101E+003	 +0.5360654159796850E+004	 +0.5589291646345733E-002	 +0.0000000000000000E+000	
     +68	 +0.6820432311454099E+003	 +0.1405473330878841E+004	 +0.5932631510338705E-001	 +0.0000000000000000E+000	
     +69	 +0.8095551779888925E+003	 +0.0000000000000000E+000	 +0.1197946628081405E+000	 +0.8095551779888925E+003	
     +70	 +0.8987764220591359E+003	 +0.0000000000000000E+000	 +0.1501587847708154E+000	 +0.8987764220591359E+003	
     +71	 +0.1005132466457743E+004	 +0.0000000000000000E+000	 +0.1874070240666924E+000	 +0.1005132466457743E+004	
     +72	 +0.1123526265177111E+004	 +0.0000000000000000E+000	 +0.2091696107277692E+000	 +0.1123526265177111E+004	
     +73	 +0.1246999539341497E+004	 +0.0000000000000000E+000	 +0.2295899459489198E+000	 +0.1246999539341497E+004	
     +74	 +0.1411137378237776E+004	 +0.0000000000000000E+000	 +0.2386034443474669E+000	 +0.1411137378237776E+004	
     +75	 +0.1572577370611157E+004	 +0.0000000000000000E+000	 +0.2441580766587098E+000	 +0.1572577370611157E+004	
     +76	 +0.1716911942370371E+004	 +0.0000000000000000E+000	 +0.2466249885901313E+000	 +0.1716911942370371E+004	
     +77	 +0.1812225919394308E+004	 +0.2411851114799883E+004	 +0.2510591829733156E+000	 +0.0000000000000000E+000	
     +78	 +0.1912582700098537E+004	 +0.1277873873741991E+004	 +0.2545440342980247E+000	 +0.6347088263565461E+003	
     +79	 +0.1989716674848145E+004	 +0.0000000000000000E+000	 +0.2580216147764592E+000	 +0.1989716674848145E+004	
     +80	 +0.2064135816520717E+004	 +0.0000000000000000E+000	 -0.4663872866444325E-001	 +0.2064135816520717E+004	
     +81	 +0.2113789257143643E+004	 +0.3358348258212114E+003	 -0.1637418091914623E+000	 +0.1777954431322432E+004	
     +82	 +0.2265242731181600E+004	 +0.7706082809639563E+005	 -0.7967949535807467E-001	 +0.0000000000000000E+000	
     +83	 +0.2006300030202405E+004	 +0.1462088574589786E+006	 -0.1158459303692382E+000	 +0.0000000000000000E+000	
     +84	 +0.1757834339861386E+004	 +0.1964586168158267E+006	 -0.1628187464561457E+000	 +0.0000000000000000E+000	
     +85	 +0.1559411282827278E+004	 +0.2189949129447486E+006	 -0.2419167895455594E+000	 +0.0000000000000000E+000	
