 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.2020328545757044E+004	 +0.0000000000000000E+000	 -0.6388473926758211E+000	 +0.2020328545757044E+004	
      +2	 +0.1972707887937660E+004	 +0.0000000000000000E+000	 -0.4409944203962927E+000	 +0.1972707887937660E+004	
      +3	 +0.1994596188454142E+004	 +0.0000000000000000E+000	 -0.4664593927296906E+000	 +0.1994596188454142E+004	
      +4	 +0.1933210772649210E+004	 +0.0000000000000000E+000	 -0.3757221159290741E+000	 +0.1933210772649210E+004	
      +5	 +0.1946688020598986E+004	 +0.0000000000000000E+000	 -0.3558160302552137E+000	 +0.1946688020598986E+004	
      +6	 +0.1904539126336997E+004	 +0.0000000000000000E+000	 -0.2857685254584831E+000	 +0.1904539126336997E+004	
      +7	 +0.1912058576827181E+004	 +0.0000000000000000E+000	 -0.2623759965368057E+000	 +0.1912058576827181E+004	
      +8	 +0.1979423192952445E+004	 +0.0000000000000000E+000	 -0.3743547759208148E+000	 +0.1979423192952445E+004	
      +9	 +0.1948855266815063E+004	 +0.1850420993853524E+002	 -0.4515509782299578E+000	 +0.1930351056876528E+004	
     +10	 +0.1797730205660548E+004	 +0.3482745257593508E+003	 -0.4730867001576594E+000	 +0.1449455679901198E+004	
     +11	 +0.2478800987100466E+004	 +0.2726998872569977E+005	 -0.4837192858290987E+000	 +0.0000000000000000E+000	
     +12	 +0.2172354918706516E+004	 +0.7819657784088948E+005	 -0.4862517020510533E+000	 +0.0000000000000000E+000	
     +13	 +0.1874593431196804E+004	 +0.1295379870602963E+006	 -0.5096816415721331E+000	 +0.0000000000000000E+000	
     +14	 +0.1584547386645191E+004	 +0.1068826736788444E+006	 -0.5115635968457375E+000	 +0.0000000000000000E+000	
     +15	 +0.1637249468072002E+004	 +0.1370240570133081E+005	 -0.5165115089864348E+000	 +0.0000000000000000E+000	
     +16	 +0.8372186588552859E+003	 +0.1341481356411531E+003	 -0.5199999469088684E+000	 +0.7030705232141328E+003	
     +17	 +0.1004941709409009E+004	 +0.1843025015415587E+002	 -0.5221088333400011E+000	 +0.9865114592548529E+003	
     +18	 +0.1107213853044648E+004	 +0.0000000000000000E+000	 -0.2738612610936346E+000	 +0.1107213853044648E+004	
     +19	 +0.1194529065359106E+004	 +0.0000000000000000E+000	 -0.1743330967052243E+000	 +0.1194529065359106E+004	
     +20	 +0.1161154023871523E+004	 +0.0000000000000000E+000	 -0.9619012754587762E-001	 +0.1161154023871523E+004	
     +21	 +0.1241205144563964E+004	 +0.0000000000000000E+000	 -0.3187399347186302E-001	 +0.1241205144563964E+004	
     +22	 +0.1268309102244878E+004	 +0.0000000000000000E+000	 +0.1908405296715946E-001	 +0.1268309102244878E+004	
     +23	 +0.1311341914376960E+004	 +0.0000000000000000E+000	 +0.5947112785631532E-001	 +0.1311341914376960E+004	
     +24	 +0.1390552968938287E+004	 +0.0000000000000000E+000	 +0.9643363566782433E-001	 +0.1390552968938287E+004	
     +25	 +0.1450960617600405E+004	 +0.0000000000000000E+000	 +0.1228722166307496E+000	 +0.1450960617600405E+004	
     +26	 +0.1544013272334749E+004	 +0.0000000000000000E+000	 +0.1531172159127969E+000	 +0.1544013272334749E+004	
     +27	 +0.1641060804507549E+004	 +0.0000000000000000E+000	 +0.1718102215957413E+000	 +0.1641060804507549E+004	
     +28	 +0.1722060711594763E+004	 +0.0000000000000000E+000	 +0.1990044626621416E+000	 +0.1722060711594763E+004	
     +29	 +0.1774508694673963E+004	 +0.0000000000000000E+000	 +0.2172720209317283E+000	 +0.1774508694673963E+004	
     +30	 +0.1829954858074770E+004	 +0.0000000000000000E+000	 +0.2440835343350659E+000	 +0.1829954858074770E+004	
     +31	 +0.1876526865504956E+004	 +0.0000000000000000E+000	 +0.2607446471693192E+000	 +0.1876526865504956E+004	
     +32	 +0.1935229035715047E+004	 +0.0000000000000000E+000	 -0.2202056373569992E-001	 +0.1935229035715047E+004	
     +33	 +0.1946341602424010E+004	 +0.3395466884344540E+001	 -0.1285620097674734E+000	 +0.1942946135539666E+004	
     +34	 +0.1957430486261518E+004	 +0.3034971858094037E+002	 -0.1884057769542847E+000	 +0.1927080767680577E+004	
     +35	 +0.2760225928023107E+004	 +0.8717213979845445E+004	 -0.2241181758604389E+000	 +0.0000000000000000E+000	
     +36	 +0.1758273102620699E+004	 +0.6260848801123630E+003	 -0.2380975140516109E+000	 +0.1132188222508336E+004	
     +37	 +0.2569774429436165E+004	 +0.1512557080900666E+005	 -0.2696694362934043E+000	 +0.0000000000000000E+000	
     +38	 +0.1611574560289153E+004	 +0.4534517308135308E+003	 -0.2851332830660919E+000	 +0.1158122829475622E+004	
     +39	 +0.2537260256148696E+004	 +0.7878003036904966E+004	 -0.3096373218869927E+000	 +0.0000000000000000E+000	
     +40	 +0.1669690282734015E+004	 +0.2461681750302253E+003	 -0.3304601705778787E+000	 +0.1423522107703790E+004	
     +41	 +0.1716130311392002E+004	 +0.9188477102742914E+002	 -0.3551599989572021E+000	 +0.1624245540364572E+004	
     +42	 +0.1770698764502067E+004	 +0.0000000000000000E+000	 -0.8509301188172279E-001	 +0.1770698764502067E+004	
     +43	 +0.1832557152446779E+004	 +0.0000000000000000E+000	 +0.1602941673773265E-001	 +0.1832557152446779E+004	
     +44	 +0.1796135217519738E+004	 +0.0000000000000000E+000	 +0.8612649601890099E-001	 +0.1796135217519738E+004	
     +45	 +0.1885235677540848E+004	 +0.0000000000000000E+000	 +0.1491735472987995E+000	 +0.1885235677540848E+004	
     +46	 +0.1924646793851153E+004	 +0.0000000000000000E+000	 +0.1884429383708207E+000	 +0.1924646793851153E+004	
     +47	 +0.1976535412903565E+004	 +0.0000000000000000E+000	 +0.2309993000894740E+000	 +0.1976535412903565E+004	
     +48	 +0.2079161346552858E+004	 +0.0000000000000000E+000	 +0.2602893737044100E+000	 +0.2079161346552858E+004	
     +49	 +0.2108136565980898E+004	 +0.0000000000000000E+000	 +0.2889132794677988E+000	 +0.2108136565980898E+004	
     +50	 +0.2121231346159398E+004	 +0.0000000000000000E+000	 +0.3158031817351015E+000	 +0.2121231346159398E+004	
     +51	 +0.2121378756923551E+004	 +0.0000000000000000E+000	 +0.3384305907839851E+000	 +0.2121378756923551E+004	
     +52	 +0.2126442341638993E+004	 +0.0000000000000000E+000	 +0.3649672647523723E+000	 +0.2126442341638993E+004	
     +53	 +0.2120671484827383E+004	 +0.0000000000000000E+000	 +0.3861455981195869E+000	 +0.2120671484827383E+004	
     +54	 +0.2118165694616740E+004	 +0.0000000000000000E+000	 +0.4118360420912516E+000	 +0.2118165694616740E+004	
     +55	 +0.2111507549918179E+004	 +0.0000000000000000E+000	 +0.4279129224204771E+000	 +0.2111507549918179E+004	
     +56	 +0.2129237313900092E+004	 +0.0000000000000000E+000	 +0.1441471027288057E+000	 +0.2129237313900092E+004	
     +57	 +0.2098218581871046E+004	 +0.3399646899224751E+001	 +0.3992099813652573E-001	 +0.2094818934971821E+004	
     +58	 +0.2777058965556304E+004	 +0.2772756349040666E+005	 +0.9945397846283752E-001	 +0.0000000000000000E+000	
     +59	 +0.2447844199395185E+004	 +0.5572444579720455E+005	 +0.6772032064402154E-001	 +0.0000000000000000E+000	
     +60	 +0.2138392004865087E+004	 +0.7348936806739554E+005	 +0.4266024830602968E-001	 +0.0000000000000000E+000	
     +61	 +0.1890240651280608E+004	 +0.7972726794174280E+005	 -0.1139384311885854E-001	 +0.0000000000000000E+000	
     +62	 +0.1672475682362268E+004	 +0.8830196842730365E+005	 -0.2884372894884390E-001	 +0.0000000000000000E+000	
     +63	 +0.1584243752363170E+004	 +0.8261701406675330E+005	 -0.3923643513084676E-001	 +0.0000000000000000E+000	
     +64	 +0.1550690821178137E+004	 +0.6094397697129055E+005	 -0.6351159557950294E-001	 +0.0000000000000000E+000	
     +65	 +0.1653851917624705E+004	 +0.2091961833150185E+005	 -0.8690601029055990E-001	 +0.0000000000000000E+000	
     +66	 +0.9330269929044764E+003	 +0.2689690263213360E+004	 +0.1731882143026635E+000	 +0.0000000000000000E+000	
     +67	 +0.1082285292455914E+004	 +0.4951820550237874E+004	 +0.2810844394045142E+000	 +0.0000000000000000E+000	
