 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.3698690307021261E+004	 +0.0000000000000000E+000	 -0.1828114187459403E+000	 +0.3698690307021261E+004	
      +2	 +0.4673202674890996E+004	 +0.0000000000000000E+000	 +0.5337713556313294E+000	 +0.4673202674890996E+004	
      +3	 +0.4703342872747835E+004	 +0.0000000000000000E+000	 +0.5362289792514140E+000	 +0.4703342872747835E+004	
      +4	 +0.4319658416737435E+004	 +0.0000000000000000E+000	 +0.6686646496446528E+000	 +0.4319658416737435E+004	
      +5	 +0.4334962031459843E+004	 +0.0000000000000000E+000	 +0.6664314425034673E+000	 +0.4334962031459843E+004	
      +6	 +0.4075251289071256E+004	 +0.0000000000000000E+000	 +0.7554732949523282E+000	 +0.4075251289071256E+004	
      +7	 +0.4083760675957667E+004	 +0.0000000000000000E+000	 +0.7548099168419953E+000	 +0.4083760675957667E+004	
      +8	 +0.4019683692716580E+004	 +0.0000000000000000E+000	 +0.7646922379081661E+000	 +0.4019683692716580E+004	
      +9	 +0.3995681347233892E+004	 +0.1879023970696917E+003	 +0.7311425125883192E+000	 +0.3807778950164201E+004	
     +10	 +0.3709064604490356E+004	 +0.3536579969956412E+004	 +0.7717251285221943E+000	 +0.1724846345339442E+003	
     +11	 +0.3657330987002421E+004	 +0.1566367193047115E+005	 +0.7772941856204938E+000	 +0.0000000000000000E+000	
     +12	 +0.3207992636177917E+004	 +0.4236177036556368E+005	 +0.8218288900434535E+000	 +0.0000000000000000E+000	
     +13	 +0.2859683480114177E+004	 +0.6883039014287946E+005	 +0.8072986739869187E+000	 +0.0000000000000000E+000	
     +14	 +0.2433093368212781E+004	 +0.5652802885622986E+005	 +0.8403920299975988E+000	 +0.0000000000000000E+000	
     +15	 +0.2513531660443667E+004	 +0.7420699369428485E+004	 +0.8405358935567542E+000	 +0.0000000000000000E+000	
     +16	 +0.2411648941046952E+004	 +0.1362217372864400E+004	 +0.8629179773379946E+000	 +0.1049431568182552E+004	
     +17	 +0.2598869355936125E+004	 +0.1871513668545242E+003	 +0.8639799818528872E+000	 +0.2411717989081601E+004	
     +18	 +0.2578005417477565E+004	 +0.0000000000000000E+000	 +0.9425188345656004E+000	 +0.2578005417477565E+004	
     +19	 +0.2677046956770059E+004	 +0.0000000000000000E+000	 +0.9752818780949896E+000	 +0.2677046956770059E+004	
