 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.1879803519545586E+004	 +0.0000000000000000E+000	 -0.7108539498497867E+000	 +0.1879803519545586E+004	
      +2	 +0.1606079434291301E+004	 +0.0000000000000000E+000	 -0.6082921511691897E+000	 +0.1606079434291301E+004	
      +3	 +0.1634137179809871E+004	 +0.0000000000000000E+000	 -0.6223154258345988E+000	 +0.1634137179809871E+004	
      +4	 +0.1645589757352916E+004	 +0.0000000000000000E+000	 -0.5428895224797345E+000	 +0.1645589757352916E+004	
      +5	 +0.1659728784716835E+004	 +0.0000000000000000E+000	 -0.5412591361519362E+000	 +0.1659728784716835E+004	
      +6	 +0.1661203573096897E+004	 +0.0000000000000000E+000	 -0.4894565608856967E+000	 +0.1661203573096897E+004	
      +7	 +0.1669092245833760E+004	 +0.0000000000000000E+000	 -0.4780949359660183E+000	 +0.1669092245833760E+004	
      +8	 +0.1743096130104696E+004	 +0.0000000000000000E+000	 -0.6448455954963319E+000	 +0.1743096130104696E+004	
      +9	 +0.1692640976981597E+004	 +0.1644387531061468E+004	 -0.7793858059761890E+000	 +0.4825344592012902E+002	
     +10	 +0.1563354313085112E+004	 +0.3094962116444494E+005	 -0.7986344604437013E+000	 +0.0000000000000000E+000	
     +11	 +0.1813343497516845E+004	 +0.1044792029755532E+006	 -0.7866563667590944E+000	 +0.0000000000000000E+000	
     +12	 +0.1523834597276397E+004	 +0.2769203768024447E+006	 -0.7678210073648813E+000	 +0.0000000000000000E+000	
     +13	 +0.1207950137965400E+004	 +0.4468088072375375E+006	 -0.7818205808269836E+000	 +0.0000000000000000E+000	
     +14	 +0.9407678676488122E+003	 +0.3663049017603053E+006	 -0.7738806523496053E+000	 +0.0000000000000000E+000	
     +15	 +0.9795814303118545E+003	 +0.4847278184793194E+005	 -0.7688347448294112E+000	 +0.0000000000000000E+000	
     +16	 +0.6089903407588504E+003	 +0.1192115320222725E+005	 -0.7953007313417396E+000	 +0.0000000000000000E+000	
     +17	 +0.7839807117671133E+003	 +0.1637815051196756E+004	 -0.8100555843543533E+000	 +0.0000000000000000E+000	
     +18	 +0.9211541266301236E+003	 +0.0000000000000000E+000	 -0.5375134859729804E+000	 +0.9211541266301236E+003	
     +19	 +0.1012588221776502E+004	 +0.0000000000000000E+000	 -0.4433103992818102E+000	 +0.1012588221776502E+004	
     +20	 +0.9912373433417089E+003	 +0.0000000000000000E+000	 -0.3959706306719655E+000	 +0.9912373433417089E+003	
     +21	 +0.1071817862171062E+004	 +0.0000000000000000E+000	 -0.3434174280570937E+000	 +0.1071817862171062E+004	
     +22	 +0.1104479281861174E+004	 +0.0000000000000000E+000	 -0.3176721086932574E+000	 +0.1104479281861174E+004	
     +23	 +0.1149968625956307E+004	 +0.0000000000000000E+000	 -0.2888118329746087E+000	 +0.1149968625956307E+004	
     +24	 +0.1239136449006077E+004	 +0.0000000000000000E+000	 -0.2719490931628646E+000	 +0.1239136449006077E+004	
     +25	 +0.1303834635036712E+004	 +0.0000000000000000E+000	 -0.2543664220940640E+000	 +0.1303834635036712E+004	
     +26	 +0.1407206494266903E+004	 +0.0000000000000000E+000	 -0.2400100242186470E+000	 +0.1407206494266903E+004	
     +27	 +0.1509314760765037E+004	 +0.0000000000000000E+000	 -0.2295062534204667E+000	 +0.1509314760765037E+004	
     +28	 +0.1599731202107068E+004	 +0.0000000000000000E+000	 -0.2159695863729585E+000	 +0.1599731202107068E+004	
     +29	 +0.1654519097643443E+004	 +0.0000000000000000E+000	 -0.2030295932343031E+000	 +0.1654519097643443E+004	
     +30	 +0.1718995637054939E+004	 +0.0000000000000000E+000	 -0.1878659184487477E+000	 +0.1718995637054939E+004	
     +31	 +0.1768495506612330E+004	 +0.0000000000000000E+000	 -0.1767274501574609E+000	 +0.1768495506612330E+004	
     +32	 +0.1850292011991793E+004	 +0.0000000000000000E+000	 -0.4603742969251992E+000	 +0.1850292011991793E+004	
     +33	 +0.1851680256855090E+004	 +0.3017401675237517E+003	 -0.5583895585746832E+000	 +0.1549940089331339E+004	
     +34	 +0.1874920113341455E+004	 +0.2697045643747891E+004	 -0.6044193888215961E+000	 +0.0000000000000000E+000	
     +35	 +0.2250275768768091E+004	 +0.4817159540772808E+005	 -0.6290752966295029E+000	 +0.0000000000000000E+000	
     +36	 +0.1661876006732742E+004	 +0.5563740217294461E+005	 -0.6356773652711236E+000	 +0.0000000000000000E+000	
     +37	 +0.2052030052208001E+004	 +0.7089827844766689E+005	 -0.6546071688822974E+000	 +0.0000000000000000E+000	
     +38	 +0.1513483007639690E+004	 +0.4029625553129862E+005	 -0.6690179354566583E+000	 +0.0000000000000000E+000	
     +39	 +0.2023141995182203E+004	 +0.4310928096458571E+005	 -0.6899236190729209E+000	 +0.0000000000000000E+000	
     +40	 +0.1580540333708934E+004	 +0.2187588007855808E+005	 -0.7093557558982967E+000	 +0.0000000000000000E+000	
     +41	 +0.1631609074462547E+004	 +0.8165394376405510E+004	 -0.7366459974658236E+000	 +0.0000000000000000E+000	
     +42	 +0.1677509016754986E+004	 +0.0000000000000000E+000	 -0.4813169471620348E+000	 +0.1677509016754986E+004	
     +43	 +0.1743103588587096E+004	 +0.0000000000000000E+000	 -0.3991178208954092E+000	 +0.1743103588587096E+004	
     +44	 +0.1704467469906880E+004	 +0.0000000000000000E+000	 -0.3555529193648120E+000	 +0.1704467469906880E+004	
     +45	 +0.1796678714003942E+004	 +0.0000000000000000E+000	 -0.3124216713590718E+000	 +0.1796678714003942E+004	
     +46	 +0.1841551231525809E+004	 +0.0000000000000000E+000	 -0.2927731361530490E+000	 +0.1841551231525809E+004	
     +47	 +0.1896369423435862E+004	 +0.0000000000000000E+000	 -0.2636720591968922E+000	 +0.1896369423435862E+004	
     +48	 +0.2015216844191344E+004	 +0.0000000000000000E+000	 -0.2517974448871160E+000	 +0.2015216844191344E+004	
     +49	 +0.2044884784176664E+004	 +0.0000000000000000E+000	 -0.2333957685091211E+000	 +0.2044884784176664E+004	
     +50	 +0.2062700136065373E+004	 +0.0000000000000000E+000	 -0.2194240333194387E+000	 +0.2062700136065373E+004	
     +51	 +0.2062290787136666E+004	 +0.0000000000000000E+000	 -0.2034757251425472E+000	 +0.2062290787136666E+004	
     +52	 +0.2070975926750665E+004	 +0.0000000000000000E+000	 -0.1865273790830863E+000	 +0.2070975926750665E+004	
     +53	 +0.2064762446484743E+004	 +0.0000000000000000E+000	 -0.1693216325978054E+000	 +0.2064762446484743E+004	
     +54	 +0.2064962939990636E+004	 +0.0000000000000000E+000	 -0.1526557942039386E+000	 +0.2064962939990636E+004	
     +55	 +0.2057928622271945E+004	 +0.0000000000000000E+000	 -0.1419418669150514E+000	 +0.2057928622271945E+004	
     +56	 +0.2113445519136582E+004	 +0.0000000000000000E+000	 -0.4136166738878514E+000	 +0.2113445519136582E+004	
     +57	 +0.2071039157626216E+004	 +0.3021116270117008E+003	 -0.5124436654813517E+000	 +0.1768927530614515E+004	
     +58	 +0.2311413144262501E+004	 +0.1080207677420121E+006	 -0.4430562586500699E+000	 +0.0000000000000000E+000	
     +59	 +0.1953101737999745E+004	 +0.2003069571241255E+006	 -0.4487531907368315E+000	 +0.0000000000000000E+000	
     +60	 +0.1621223982777366E+004	 +0.2606463383874159E+006	 -0.4578671556282553E+000	 +0.0000000000000000E+000	
