 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.1426494291857505E+004	 +0.0000000000000000E+000	 -0.6509514495160950E+000	 +0.1426494291857505E+004	
      +2	 +0.1005799787757974E+004	 +0.0000000000000000E+000	 -0.5172175200233133E+000	 +0.1005799787757974E+004	
      +3	 +0.1030143774578513E+004	 +0.0000000000000000E+000	 -0.5290468340217690E+000	 +0.1030143774578513E+004	
      +4	 +0.1056942635029708E+004	 +0.0000000000000000E+000	 -0.4209249997214194E+000	 +0.1056942635029708E+004	
      +5	 +0.1069177032429812E+004	 +0.0000000000000000E+000	 -0.4151863027373130E+000	 +0.1069177032429812E+004	
      +6	 +0.1080306906657956E+004	 +0.0000000000000000E+000	 -0.3490232858479779E+000	 +0.1080306906657956E+004	
      +7	 +0.1087233800424755E+004	 +0.0000000000000000E+000	 -0.3347244668444961E+000	 +0.1087233800424755E+004	
      +8	 +0.1098567002654553E+004	 +0.0000000000000000E+000	 -0.5923752847262241E+000	 +0.1098567002654553E+004	
      +9	 +0.1078238541509349E+004	 +0.1066984323956332E+004	 -0.6928846030784910E+000	 +0.1125421755301704E+002	
     +10	 +0.9855832199867821E+003	 +0.2008210351335693E+005	 -0.7021152765413550E+000	 +0.0000000000000000E+000	
     +11	 +0.1315287047228611E+004	 +0.7339420714118039E+005	 -0.7162707960918584E+000	 +0.0000000000000000E+000	
     +12	 +0.1088610325446271E+004	 +0.1958011274365230E+006	 -0.6860834967214048E+000	 +0.0000000000000000E+000	
     +13	 +0.8213033817994302E+003	 +0.3166464851644919E+006	 -0.7353684245602014E+000	 +0.0000000000000000E+000	
     +14	 +0.5912119965669807E+003	 +0.2597422826143247E+006	 -0.7268319201400347E+000	 +0.0000000000000000E+000	
     +15	 +0.5951309318038993E+003	 +0.3427880399646864E+005	 -0.7362399799700849E+000	 +0.0000000000000000E+000	
     +16	 +0.2155042571940422E+003	 +0.7735210435491213E+004	 -0.7590248803077875E+000	 +0.0000000000000000E+000	
     +17	 +0.3585630122780107E+003	 +0.1062719676570785E+004	 -0.7780089931082828E+000	 +0.0000000000000000E+000	
     +18	 +0.4876470729600885E+003	 +0.0000000000000000E+000	 -0.4929349579671211E+000	 +0.4876470729600885E+003	
     +19	 +0.5670655989970235E+003	 +0.0000000000000000E+000	 -0.3852755841838833E+000	 +0.5670655989970235E+003	
     +20	 +0.5796277387452119E+003	 +0.0000000000000000E+000	 -0.3216317351619630E+000	 +0.5796277387452119E+003	
     +21	 +0.6447492425855462E+003	 +0.0000000000000000E+000	 -0.2561418141328814E+000	 +0.6447492425855462E+003	
     +22	 +0.6791381240841246E+003	 +0.0000000000000000E+000	 -0.2174097797832584E+000	 +0.6791381240841246E+003	
     +23	 +0.7198563243691518E+003	 +0.0000000000000000E+000	 -0.1787579881420790E+000	 +0.7198563243691518E+003	
     +24	 +0.7739288724629163E+003	 +0.0000000000000000E+000	 -0.1517974863877182E+000	 +0.7739288724629163E+003	
     +25	 +0.8364989781978416E+003	 +0.0000000000000000E+000	 -0.1280397226586246E+000	 +0.8364989781978416E+003	
     +26	 +0.9295438508196846E+003	 +0.0000000000000000E+000	 -0.1061692912154794E+000	 +0.9295438508196846E+003	
     +27	 +0.1024051006799003E+004	 +0.0000000000000000E+000	 -0.9053075496416298E-001	 +0.1024051006799003E+004	
