 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.3639653741213055E+004	 +0.0000000000000000E+000	 -0.4043884471620519E-001	 +0.3639653741213055E+004	
      +2	 +0.4788261096193982E+004	 +0.0000000000000000E+000	 +0.8493735790756940E+000	 +0.4788261096193982E+004	
      +3	 +0.4814462443278453E+004	 +0.0000000000000000E+000	 +0.9017890348372783E+000	 +0.4814462443278453E+004	
      +4	 +0.4356117478517764E+004	 +0.0000000000000000E+000	 +0.1103395137157206E+001	 +0.4356117478517764E+004	
      +5	 +0.4369282671149395E+004	 +0.0000000000000000E+000	 +0.1144350024186293E+001	 +0.4369282671149395E+004	
      +6	 +0.4060465299148704E+004	 +0.0000000000000000E+000	 +0.1286366178124083E+001	 +0.4060465299148704E+004	
      +7	 +0.4067891169323819E+004	 +0.0000000000000000E+000	 +0.1318835252344017E+001	 +0.4067891169323819E+004	
      +8	 +0.3964851765892127E+004	 +0.0000000000000000E+000	 +0.1365442462453493E+001	 +0.3964851765892127E+004	
      +9	 +0.3944145394807266E+004	 +0.1562372921372965E+004	 +0.1331848736795088E+001	 +0.2381772473434301E+004	
     +10	 +0.3643122623074484E+004	 +0.2940599409852425E+005	 +0.1365079280593843E+001	 +0.0000000000000000E+000	
     +11	 +0.4256370528739856E+004	 +0.1099092973001172E+006	 +0.1349298240518616E+001	 +0.0000000000000000E+000	
     +12	 +0.3818594121753402E+004	 +0.2937248670175094E+006	 +0.1381393572328673E+001	 +0.0000000000000000E+000	
     +13	 +0.3518064544537898E+004	 +0.4752966962638893E+006	 +0.1346023012413799E+001	 +0.0000000000000000E+000	
     +14	 +0.3109724216616812E+004	 +0.3899374973529122E+006	 +0.1365055701822370E+001	 +0.0000000000000000E+000	
     +15	 +0.3191065226398312E+004	 +0.5141625976296117E+005	 +0.1346847185096984E+001	 +0.0000000000000000E+000	
     +16	 +0.2414577185647122E+004	 +0.1132658002014626E+005	 +0.1356797930498925E+001	 +0.0000000000000000E+000	
     +17	 +0.2576756773519974E+004	 +0.1556128247065403E+004	 +0.1341385704689307E+001	 +0.1020628526454571E+004	
     +18	 +0.2522511886542749E+004	 +0.0000000000000000E+000	 +0.1416544312703229E+001	 +0.2522511886542749E+004	
     +19	 +0.2607843058113524E+004	 +0.0000000000000000E+000	 +0.1466504713071127E+001	 +0.2607843058113524E+004	
     +20	 +0.2480554421282975E+004	 +0.0000000000000000E+000	 +0.1540891048233490E+001	 +0.2480554421282975E+004	
     +21	 +0.2564055351763844E+004	 +0.0000000000000000E+000	 +0.1580402235346931E+001	 +0.2564055351763844E+004	
     +22	 +0.2559152621084149E+004	 +0.0000000000000000E+000	 +0.1552227536505877E+001	 +0.2559152621084149E+004	
     +23	 +0.2601535933039226E+004	 +0.0000000000000000E+000	 +0.1582630279423935E+001	 +0.2601535933039226E+004	
     +24	 +0.2673108454806315E+004	 +0.0000000000000000E+000	 +0.1597536614057438E+001	 +0.2673108454806315E+004	
     +25	 +0.2736503116317662E+004	 +0.0000000000000000E+000	 +0.1620326146099960E+001	 +0.2736503116317662E+004	
     +26	 +0.2787475150847880E+004	 +0.0000000000000000E+000	 +0.1724387476721385E+001	 +0.2787475150847880E+004	
     +27	 +0.2890899766791764E+004	 +0.0000000000000000E+000	 +0.1741517038504236E+001	 +0.2890899766791764E+004	
     +28	 +0.2943247924506260E+004	 +0.0000000000000000E+000	 +0.1700886939686900E+001	 +0.2943247924506260E+004	
     +29	 +0.2994337613847745E+004	 +0.0000000000000000E+000	 +0.1714921724996538E+001	 +0.2994337613847745E+004	
     +30	 +0.3028552738531478E+004	 +0.0000000000000000E+000	 +0.1715900821530276E+001	 +0.3028552738531478E+004	
     +31	 +0.3073673069615255E+004	 +0.0000000000000000E+000	 +0.1727121161480667E+001	 +0.3073673069615255E+004	
     +32	 +0.3206467485056713E+004	 +0.0000000000000000E+000	 +0.1755189570516176E+001	 +0.3206467485056713E+004	
     +33	 +0.3230729508547655E+004	 +0.2866907332515096E+003	 +0.1704579202788624E+001	 +0.2944038775296146E+004	
     +34	 +0.3212844656941669E+004	 +0.2562529210361124E+004	 +0.1676259810783688E+001	 +0.6503154465805451E+003	
     +35	 +0.3937191972900611E+004	 +0.4909869707258592E+005	 +0.1645226902093299E+001	 +0.0000000000000000E+000	
     +36	 +0.2987599425107052E+004	 +0.5286246029513141E+005	 +0.1622791878218370E+001	 +0.0000000000000000E+000	
     +37	 +0.3724975981937603E+004	 +0.7320060368905774E+005	 +0.1592714200344037E+001	 +0.0000000000000000E+000	
     +38	 +0.2816589011397114E+004	 +0.3828646063387909E+005	 +0.1571639185101246E+001	 +0.0000000000000000E+000	
     +39	 +0.3669497180311077E+004	 +0.4396873722634791E+005	 +0.1546722358199786E+001	 +0.0000000000000000E+000	
     +40	 +0.2866576778667034E+004	 +0.2078481016204192E+005	 +0.1528645928352363E+001	 +0.0000000000000000E+000	
     +41	 +0.2915806754912375E+004	 +0.7758141450873221E+004	 +0.1507030472358567E+001	 +0.0000000000000000E+000	
     +42	 +0.2887376588720056E+004	 +0.0000000000000000E+000	 +0.1468811334204095E+001	 +0.2887376588720056E+004	
     +43	 +0.2947061834139478E+004	 +0.0000000000000000E+000	 +0.1513907457908417E+001	 +0.2947061834139478E+004	
     +44	 +0.2883201585717743E+004	 +0.0000000000000000E+000	 +0.1538735161669631E+001	 +0.2883201585717743E+004	
     +45	 +0.2972225491473759E+004	 +0.0000000000000000E+000	 +0.1574099281660256E+001	 +0.2972225491473759E+004	
     +46	 +0.3010555525997042E+004	 +0.0000000000000000E+000	 +0.1598455550052740E+001	 +0.3010555525997042E+004	
     +47	 +0.3052395210048309E+004	 +0.0000000000000000E+000	 +0.1713528223050210E+001	 +0.3052395210048309E+004	
     +48	 +0.3166976866435346E+004	 +0.0000000000000000E+000	 +0.1662972122878162E+001	 +0.3166976866435346E+004	
     +49	 +0.3198565784184721E+004	 +0.0000000000000000E+000	 +0.1686236631951861E+001	 +0.3198565784184721E+004	
     +50	 +0.3197008293719186E+004	 +0.0000000000000000E+000	 +0.1783313027222500E+001	 +0.3197008293719186E+004	
     +51	 +0.3197292326051170E+004	 +0.0000000000000000E+000	 +0.1801808967410665E+001	 +0.3197292326051170E+004	
     +52	 +0.3203237541534173E+004	 +0.0000000000000000E+000	 +0.1757767381731558E+001	 +0.3203237541534173E+004	
     +53	 +0.3197726102828683E+004	 +0.0000000000000000E+000	 +0.1773724818152144E+001	 +0.3197726102828683E+004	
     +54	 +0.3191446692378023E+004	 +0.0000000000000000E+000	 +0.1771724314042285E+001	 +0.3191446692378023E+004	
     +55	 +0.3185133714625378E+004	 +0.0000000000000000E+000	 +0.1784060455340270E+001	 +0.3185133714625378E+004	
     +56	 +0.3282871277960345E+004	 +0.0000000000000000E+000	 +0.1810307123798851E+001	 +0.3282871277960345E+004	
     +57	 +0.3269379019958103E+004	 +0.2870436660209428E+003	 +0.1761970872473441E+001	 +0.2982335353937160E+004	
     +58	 +0.3833077007197868E+004	 +0.1134392658459401E+006	 +0.1777432907948989E+001	 +0.0000000000000000E+000	
     +59	 +0.3508726947843270E+004	 +0.2121148972617912E+006	 +0.1738189320086118E+001	 +0.0000000000000000E+000	
     +60	 +0.3187155706465354E+004	 +0.2764116362287806E+006	 +0.1708161142771924E+001	 +0.0000000000000000E+000	
     +61	 +0.2953489927638832E+004	 +0.2977818010454455E+006	 +0.1663086974614886E+001	 +0.0000000000000000E+000	
     +62	 +0.2705883945577128E+004	 +0.3247599679014158E+006	 +0.1640706933289421E+001	 +0.0000000000000000E+000	
     +63	 +0.2616705040972799E+004	 +0.2987624035318689E+006	 +0.1614867708264036E+001	 +0.0000000000000000E+000	
     +64	 +0.2562636257435515E+004	 +0.2154289817725364E+006	 +0.1594674700001073E+001	 +0.0000000000000000E+000	
     +65	 +0.2687268471776616E+004	 +0.7271925005724185E+005	 +0.1571437818191556E+001	 +0.0000000000000000E+000	
     +66	 +0.2027991254200079E+004	 +0.2051264343219340E+004	 +0.1529902939211808E+001	 +0.0000000000000000E+000	
     +67	 +0.2175185583121316E+004	 +0.3776454511378800E+004	 +0.1572759899600136E+001	 +0.0000000000000000E+000	
     +68	 +0.2197676324713107E+004	 +0.9901228362810728E+003	 +0.1592211918698877E+001	 +0.1207553488432034E+004	
     +69	 +0.2332727765590763E+004	 +0.0000000000000000E+000	 +0.1711896250627719E+001	 +0.2332727765590763E+004	
     +70	 +0.2438272347179276E+004	 +0.0000000000000000E+000	 +0.1659547949418960E+001	 +0.2438272347179276E+004	
     +71	 +0.2545099544372703E+004	 +0.0000000000000000E+000	 +0.1686340788683194E+001	 +0.2545099544372703E+004	
     +72	 +0.2717128595583190E+004	 +0.0000000000000000E+000	 +0.1695970420936658E+001	 +0.2717128595583190E+004	
     +73	 +0.2843513849037503E+004	 +0.0000000000000000E+000	 +0.1716345691152236E+001	 +0.2843513849037503E+004	
     +74	 +0.3009127038869563E+004	 +0.0000000000000000E+000	 +0.1725178616654005E+001	 +0.3009127038869563E+004	
     +75	 +0.3174457852713835E+004	 +0.0000000000000000E+000	 +0.1738955710259402E+001	 +0.3174457852713835E+004	
     +76	 +0.3312955929511733E+004	 +0.0000000000000000E+000	 +0.1744413512726155E+001	 +0.3312955929511733E+004	
     +77	 +0.3408811449389808E+004	 +0.1699092265934420E+004	 +0.1754458374836106E+001	 +0.1709719183455388E+004	
     +78	 +0.3492747309918838E+004	 +0.9002320260945407E+003	 +0.1844846656318579E+001	 +0.2592515283824298E+004	
     +79	 +0.3569144414027783E+004	 +0.0000000000000000E+000	 +0.1852302442277822E+001	 +0.3569144414027783E+004	
     +80	 +0.3741788234219686E+004	 +0.0000000000000000E+000	 +0.1822188438043531E+001	 +0.3741788234219686E+004	
     +81	 +0.3790058759005509E+004	 +0.5981062542989838E+003	 +0.1769225075807350E+001	 +0.3191952504706525E+004	
     +82	 +0.4391793824203940E+004	 +0.1486970268294434E+006	 +0.1787517711468420E+001	 +0.0000000000000000E+000	
     +83	 +0.4127252394622903E+004	 +0.2843571943635342E+006	 +0.1744010731931713E+001	 +0.0000000000000000E+000	
     +84	 +0.3868450601791010E+004	 +0.3827755465602682E+006	 +0.1704006884899057E+001	 +0.0000000000000000E+000	
     +85	 +0.3693928324156378E+004	 +0.4269974688722992E+006	 +0.1648516723415610E+001	 +0.0000000000000000E+000	
     +86	 +0.3492286668207389E+004	 +0.4345462595000616E+006	 +0.1622435914263127E+001	 +0.0000000000000000E+000	
     +87	 +0.3424222585923173E+004	 +0.3775291760618551E+006	 +0.1597214224015253E+001	 +0.0000000000000000E+000	
     +88	 +0.3403446271355329E+004	 +0.2610668968696652E+006	 +0.1574474571678256E+001	 +0.0000000000000000E+000	
     +89	 +0.3530767842306574E+004	 +0.1298769009723361E+006	 +0.1551923191559973E+001	 +0.0000000000000000E+000	
     +90	 +0.2908334300522398E+004	 +0.0000000000000000E+000	 +0.1508382234734554E+001	 +0.2908334300522398E+004	
     +91	 +0.3038855964014160E+004	 +0.0000000000000000E+000	 +0.1551639639086742E+001	 +0.3038855964014160E+004	
     +92	 +0.3029683553035989E+004	 +0.0000000000000000E+000	 +0.1570680714979454E+001	 +0.3029683553035989E+004	
     +93	 +0.3145332039559600E+004	 +0.0000000000000000E+000	 +0.1605630060322625E+001	 +0.3145332039559600E+004	
     +94	 +0.3226502164977533E+004	 +0.0000000000000000E+000	 +0.1623992381532878E+001	 +0.3226502164977533E+004	
     +95	 +0.3302292570571779E+004	 +0.0000000000000000E+000	 +0.1651101187891851E+001	 +0.3302292570571779E+004	
     +96	 +0.3446693588826954E+004	 +0.0000000000000000E+000	 +0.1666727494583232E+001	 +0.3446693588826954E+004	
     +97	 +0.3490181286351015E+004	 +0.0000000000000000E+000	 +0.1687844391033106E+001	 +0.3490181286351015E+004	
     +98	 +0.3509733959216931E+004	 +0.6535777799396525E+003	 +0.1699392764489554E+001	 +0.2856156179277279E+004	
     +99	 +0.3522259095905933E+004	 +0.1590231236252598E+003	 +0.1714960896031959E+001	 +0.3363235972280673E+004	
    +100	 +0.3567715473797050E+004	 +0.0000000000000000E+000	 +0.1724118321400840E+001	 +0.3567715473797050E+004	
    +101	 +0.3574755039194432E+004	 +0.0000000000000000E+000	 +0.1736174966439017E+001	 +0.3574755039194432E+004	
    +102	 +0.3568370273267136E+004	 +0.0000000000000000E+000	 +0.1828868138962630E+001	 +0.3568370273267136E+004	
    +103	 +0.3569081180865409E+004	 +0.0000000000000000E+000	 +0.1839128053455912E+001	 +0.3569081180865409E+004	
    +104	 +0.3676970280682246E+004	 +0.0000000000000000E+000	 +0.1811799207246803E+001	 +0.3676970280682246E+004	
    +105	 +0.3669335411654426E+004	 +0.5977526311283534E+003	 +0.1761247187904783E+001	 +0.3071582780526072E+004	
    +106	 +0.3590639876344618E+004	 +0.1562244551523831E+005	 +0.1723679847071665E+001	 +0.0000000000000000E+000	
    +107	 +0.3449553466648791E+004	 +0.3290185661764795E+005	 +0.1687097745266233E+001	 +0.0000000000000000E+000	
    +108	 +0.4121013306558014E+004	 +0.7169718734406236E+005	 +0.1662170170878308E+001	 +0.0000000000000000E+000	
    +109	 +0.4000699226740659E+004	 +0.7365811799764531E+005	 +0.1629965338364245E+001	 +0.0000000000000000E+000	
    +110	 +0.3865928901494784E+004	 +0.7288137042996781E+005	 +0.1607515288275584E+001	 +0.0000000000000000E+000	
    +111	 +0.3117837724515391E+004	 +0.1819983560555831E+005	 +0.1574293229256207E+001	 +0.0000000000000000E+000	
    +112	 +0.3200392055049223E+004	 +0.5302999438055496E+004	 +0.1551600550534864E+001	 +0.0000000000000000E+000	
    +113	 +0.3274546193777533E+004	 +0.1894859972895467E+004	 +0.1528969630921689E+001	 +0.1379686220882066E+004	
    +114	 +0.3267276240209809E+004	 +0.0000000000000000E+000	 +0.1485416443696987E+001	 +0.3267276240209809E+004	
    +115	 +0.3310257108136558E+004	 +0.0000000000000000E+000	 +0.1526814523236430E+001	 +0.3310257108136558E+004	
    +116	 +0.3241708172706764E+004	 +0.0000000000000000E+000	 +0.1546280345563095E+001	 +0.3241708172706764E+004	
    +117	 +0.3315488879673265E+004	 +0.0000000000000000E+000	 +0.1578493725014670E+001	 +0.3315488879673265E+004	
    +118	 +0.3331355942799340E+004	 +0.0000000000000000E+000	 +0.1681947210333799E+001	 +0.3331355942799340E+004	
    +119	 +0.3378442676278245E+004	 +0.0000000000000000E+000	 +0.1621457832350955E+001	 +0.3378442676278245E+004	
    +120	 +0.3483994037711581E+004	 +0.0000000000000000E+000	 +0.1651303518531619E+001	 +0.3483994037711581E+004	
    +121	 +0.3548141918801015E+004	 +0.0000000000000000E+000	 +0.1670479734823239E+001	 +0.3548141918801015E+004	
    +122	 +0.3639873152953241E+004	 +0.1585856155052945E+004	 +0.1760396540085376E+001	 +0.2054016997900296E+004	
    +123	 +0.3744720193043047E+004	 +0.1465813975590782E+004	 +0.1688078513160518E+001	 +0.2278906217452265E+004	
    +124	 +0.3813947565868677E+004	 +0.5340821318107376E+003	 +0.1707763780853041E+001	 +0.3279865434057940E+004	
    +125	 +0.3856472045060593E+004	 +0.0000000000000000E+000	 +0.1803959518347895E+001	 +0.3856472045060593E+004	
    +126	 +0.3936190520636530E+004	 +0.0000000000000000E+000	 +0.1730974709612284E+001	 +0.3936190520636530E+004	
    +127	 +0.3981438700030677E+004	 +0.0000000000000000E+000	 +0.1738859097287593E+001	 +0.3981438700030677E+004	
    +128	 +0.4019278514332786E+004	 +0.0000000000000000E+000	 +0.1733740858300931E+001	 +0.4019278514332786E+004	
    +129	 +0.4151471139189429E+004	 +0.2888947677636112E+003	 +0.1755326575815324E+001	 +0.3862576371425818E+004	
    +130	 +0.4790681837721618E+004	 +0.8274919113372303E+005	 +0.1731012398147527E+001	 +0.0000000000000000E+000	
    +131	 +0.4512013593186536E+004	 +0.2052894439910992E+006	 +0.1688422982943463E+001	 +0.0000000000000000E+000	
    +132	 +0.4283743136790223E+004	 +0.1840945423464429E+006	 +0.1640101883540676E+001	 +0.0000000000000000E+000	
    +133	 +0.4093599403816341E+004	 +0.3388622707400224E+006	 +0.1588304776120529E+001	 +0.0000000000000000E+000	
    +134	 +0.3850652365564216E+004	 +0.3349831310543335E+006	 +0.1556426341981382E+001	 +0.0000000000000000E+000	
    +135	 +0.3780247497818034E+004	 +0.3040606864036171E+006	 +0.1522278540261265E+001	 +0.0000000000000000E+000	
    +136	 +0.3729901138977727E+004	 +0.2362296667054617E+006	 +0.1494908123554271E+001	 +0.0000000000000000E+000	
    +137	 +0.3835184380720368E+004	 +0.1038474290617635E+006	 +0.1466069930642242E+001	 +0.0000000000000000E+000	
    +138	 +0.3090390553494078E+004	 +0.2871734095370511E+003	 +0.1440649861015231E+001	 +0.2803217143957027E+004	
    +139	 +0.3409208534244371E+004	 +0.0000000000000000E+000	 +0.1418167595538413E+001	 +0.3409208534244371E+004	
    +140	 +0.3345116262624183E+004	 +0.0000000000000000E+000	 +0.1399156439049746E+001	 +0.3345116262624183E+004	
    +141	 +0.3441772118340931E+004	 +0.0000000000000000E+000	 +0.1381549155327513E+001	 +0.3441772118340931E+004	
    +142	 +0.3507458379450231E+004	 +0.0000000000000000E+000	 +0.1366490501021350E+001	 +0.3507458379450231E+004	
    +143	 +0.3571517525503177E+004	 +0.0000000000000000E+000	 +0.1352342555720808E+001	 +0.3571517525503177E+004	
    +144	 +0.3593618053403258E+004	 +0.0000000000000000E+000	 +0.1325408424235872E+001	 +0.3593618053403258E+004	
    +145	 +0.3645109551317954E+004	 +0.0000000000000000E+000	 +0.1381372717442006E+001	 +0.3645109551317954E+004	
    +146	 +0.3695678966826540E+004	 +0.0000000000000000E+000	 +0.1412873486294129E+001	 +0.3695678966826540E+004	
    +147	 +0.3733509088391669E+004	 +0.0000000000000000E+000	 +0.1457355524576941E+001	 +0.3733509088391669E+004	
    +148	 +0.3773069921866742E+004	 +0.0000000000000000E+000	 +0.1486389905241604E+001	 +0.3773069921866742E+004	
    +149	 +0.3792428640023893E+004	 +0.0000000000000000E+000	 +0.1521563324428425E+001	 +0.3792428640023893E+004	
    +150	 +0.3816577832299696E+004	 +0.0000000000000000E+000	 +0.1545246794186555E+001	 +0.3816577832299696E+004	
    +151	 +0.3835412067121668E+004	 +0.0000000000000000E+000	 +0.1573679120994781E+001	 +0.3835412067121668E+004	
    +152	 +0.3910591415965086E+004	 +0.0000000000000000E+000	 +0.1679391825250585E+001	 +0.3910591415965086E+004	
    +153	 +0.4038278463424575E+004	 +0.5984881622015954E+003	 +0.1631302922909320E+001	 +0.3439790301222979E+004	
    +154	 +0.3915378892025500E+004	 +0.2516541231286834E+005	 +0.1613764172395412E+001	 +0.0000000000000000E+000	
    +155	 +0.4530829183290772E+004	 +0.6232552998835163E+005	 +0.1578872417391392E+001	 +0.0000000000000000E+000	
    +156	 +0.3432334800697443E+004	 +0.1593978286578212E+006	 +0.1561659649381720E+001	 +0.0000000000000000E+000	
    +157	 +0.4062813433446825E+004	 +0.1299106826851967E+006	 +0.1522773044340922E+001	 +0.0000000000000000E+000	
    +158	 +0.3883988584846533E+004	 +0.1377032471304823E+006	 +0.1504253879219302E+001	 +0.0000000000000000E+000	
    +159	 +0.3842064571981165E+004	 +0.1416549453686849E+006	 +0.1478312818001698E+001	 +0.0000000000000000E+000	
    +160	 +0.3783416649871690E+004	 +0.1362776429289613E+006	 +0.1457041495630205E+001	 +0.0000000000000000E+000	
    +161	 +0.3793850236054374E+004	 +0.1214600178686232E+006	 +0.1433759477338950E+001	 +0.0000000000000000E+000	
    +162	 +0.3167172617187809E+004	 +0.2868103647464383E+003	 +0.1413739011593712E+001	 +0.2880362252441371E+004	
    +163	 +0.3278503137448847E+004	 +0.0000000000000000E+000	 +0.1397882663909970E+001	 +0.3278503137448847E+004	
    +164	 +0.3202260567237908E+004	 +0.0000000000000000E+000	 +0.1384370953466912E+001	 +0.3202260567237908E+004	
    +165	 +0.3292292179513228E+004	 +0.0000000000000000E+000	 +0.1372035721885337E+001	 +0.3292292179513228E+004	
    +166	 +0.3352143203129985E+004	 +0.0000000000000000E+000	 +0.1360747040119513E+001	 +0.3352143203129985E+004	
    +167	 +0.3410325807995936E+004	 +0.0000000000000000E+000	 +0.1350067582918130E+001	 +0.3410325807995936E+004	
    +168	 +0.3424220832626681E+004	 +0.0000000000000000E+000	 +0.1326294155620279E+001	 +0.3424220832626681E+004	
    +169	 +0.3478708442474377E+004	 +0.0000000000000000E+000	 +0.1384968142641936E+001	 +0.3478708442474377E+004	
    +170	 +0.3542387597124719E+004	 +0.0000000000000000E+000	 +0.1418294551867089E+001	 +0.3542387597124719E+004	
    +171	 +0.3596376997053669E+004	 +0.0000000000000000E+000	 +0.1463783715252038E+001	 +0.3596376997053669E+004	
    +172	 +0.3689938309867163E+004	 +0.0000000000000000E+000	 +0.1579476459061112E+001	 +0.3689938309867163E+004	
    +173	 +0.3730687028283903E+004	 +0.0000000000000000E+000	 +0.1529266402031427E+001	 +0.3730687028283903E+004	
    +174	 +0.3766524849917863E+004	 +0.0000000000000000E+000	 +0.1568749836772728E+001	 +0.3766524849917863E+004	
    +175	 +0.3785597531538810E+004	 +0.0000000000000000E+000	 +0.1597730091365150E+001	 +0.3785597531538810E+004	
    +176	 +0.3923170297304790E+004	 +0.0000000000000000E+000	 +0.1633047449862986E+001	 +0.3923170297304790E+004	
    +177	 +0.3936296705189506E+004	 +0.2884535544618013E+003	 +0.1596501545269947E+001	 +0.3647843150727705E+004	
    +178	 +0.3912450879101375E+004	 +0.4607281068455472E+004	 +0.1575932109611489E+001	 +0.0000000000000000E+000	
    +179	 +0.3862627004988434E+004	 +0.1200753462736207E+005	 +0.1548044824871114E+001	 +0.0000000000000000E+000	
    +180	 +0.3857249921668113E+004	 +0.8450406387715946E+004	 +0.1527638935951204E+001	 +0.0000000000000000E+000	
    +181	 +0.3834996380564993E+004	 +0.1276284655305825E+005	 +0.1505023906767804E+001	 +0.0000000000000000E+000	
    +182	 +0.4436634063074915E+004	 +0.2111903553419200E+006	 +0.1498872965739968E+001	 +0.0000000000000000E+000	
    +183	 +0.4305818361712033E+004	 +0.1584947504807663E+006	 +0.1481845026864251E+001	 +0.0000000000000000E+000	
    +184	 +0.4188453126953600E+004	 +0.1420807232849989E+006	 +0.1467075315293826E+001	 +0.0000000000000000E+000	
    +185	 +0.4209367224590434E+004	 +0.6514120673320408E+005	 +0.1448591976349529E+001	 +0.0000000000000000E+000	
    +186	 +0.3412374305136940E+004	 +0.0000000000000000E+000	 +0.1413579140892629E+001	 +0.3412374305136940E+004	
    +187	 +0.3464551617626630E+004	 +0.0000000000000000E+000	 +0.1461760455121585E+001	 +0.3464551617626630E+004	
    +188	 +0.3413716850910063E+004	 +0.0000000000000000E+000	 +0.1485772462809442E+001	 +0.3413716850910063E+004	
    +189	 +0.3489615103882539E+004	 +0.0000000000000000E+000	 +0.1523172269730691E+001	 +0.3489615103882539E+004	
    +190	 +0.3529414067782564E+004	 +0.0000000000000000E+000	 +0.1546479989685486E+001	 +0.3529414067782564E+004	
    +191	 +0.3578936352522417E+004	 +0.1089717065216744E+004	 +0.1662383558248720E+001	 +0.2489219287305673E+004	
    +192	 +0.3707715827749389E+004	 +0.2085403385522831E+004	 +0.1610826842779109E+001	 +0.1622312442226558E+004	
    +193	 +0.3760845055934378E+004	 +0.1217732076895718E+004	 +0.1635198252944429E+001	 +0.2543112979038660E+004	
    +194	 +0.3810342450241079E+004	 +0.2225242537173286E+003	 +0.1730714500465042E+001	 +0.3587818196523751E+004	
    +195	 +0.3864382103065805E+004	 +0.9094449269463853E+003	 +0.1750053934280675E+001	 +0.2954937176119419E+004	
    +196	 +0.3976373850440763E+004	 +0.1606817362595945E+003	 +0.1789561152723238E+001	 +0.3815692114181169E+004	
    +197	 +0.4001915992554264E+004	 +0.0000000000000000E+000	 +0.1804189074592339E+001	 +0.4001915992554264E+004	
    +198	 +0.4039260184191246E+004	 +0.0000000000000000E+000	 +0.1743663982811263E+001	 +0.4039260184191246E+004	
    +199	 +0.4065279712443270E+004	 +0.0000000000000000E+000	 +0.1754748842666814E+001	 +0.4065279712443270E+004	
    +200	 +0.4200145869469638E+004	 +0.0000000000000000E+000	 +0.1765569973423229E+001	 +0.4200145869469638E+004	
