 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.1887770335872290E+004	 +0.0000000000000000E+000	 -0.7548138016370186E+000	 +0.1887770335872290E+004	
      +2	 +0.1561292122184246E+004	 +0.0000000000000000E+000	 -0.6713616760565986E+000	 +0.1561292122184246E+004	
      +3	 +0.1590326082637261E+004	 +0.0000000000000000E+000	 -0.6819138394700539E+000	 +0.1590326082637261E+004	
      +4	 +0.1614393069877612E+004	 +0.0000000000000000E+000	 -0.6213543266254914E+000	 +0.1614393069877612E+004	
      +5	 +0.1629026546601936E+004	 +0.0000000000000000E+000	 -0.6192907831406975E+000	 +0.1629026546601936E+004	
      +6	 +0.1639308985442993E+004	 +0.0000000000000000E+000	 -0.5788598873117313E+000	 +0.1639308985442993E+004	
      +7	 +0.1647447073281069E+004	 +0.0000000000000000E+000	 -0.5685123276713567E+000	 +0.1647447073281069E+004	
      +8	 +0.1731927791716391E+004	 +0.0000000000000000E+000	 -0.7334211515389323E+000	 +0.1731927791716391E+004	
      +9	 +0.1678282287080331E+004	 +0.3855132382260105E+003	 -0.8648322065794514E+000	 +0.1292769048854320E+004	
     +10	 +0.1552215903254033E+004	 +0.7255886128783488E+004	 -0.8795563742571998E+000	 +0.0000000000000000E+000	
     +11	 +0.2065586684213932E+004	 +0.4327316961899996E+005	 -0.8682486993938673E+000	 +0.0000000000000000E+000	
     +12	 +0.1770237134932010E+004	 +0.1189543279506302E+006	 -0.8485261176760741E+000	 +0.0000000000000000E+000	
     +13	 +0.1444842351463426E+004	 +0.1943559255912926E+006	 -0.8520761188576730E+000	 +0.0000000000000000E+000	
     +14	 +0.1173905763940165E+004	 +0.1598308866957633E+006	 -0.8394134449813411E+000	 +0.0000000000000000E+000	
     +15	 +0.1208523041699345E+004	 +0.2083456807452788E+005	 -0.8327026269292064E+000	 +0.0000000000000000E+000	
     +16	 +0.5734120990869533E+003	 +0.2794817089991184E+004	 -0.8644154797584989E+000	 +0.0000000000000000E+000	
     +17	 +0.7540787214358928E+003	 +0.3839723739540800E+003	 -0.8829751296982515E+000	 +0.3701063474818128E+003	
     +18	 +0.8962257770010170E+003	 +0.0000000000000000E+000	 -0.6164283555795526E+000	 +0.8962257770010170E+003	
     +19	 +0.9907299944569914E+003	 +0.0000000000000000E+000	 -0.5333528246899915E+000	 +0.9907299944569914E+003	
     +20	 +0.9701039754657610E+003	 +0.0000000000000000E+000	 -0.4969986304845992E+000	 +0.9701039754657610E+003	
     +21	 +0.1052604670372945E+004	 +0.0000000000000000E+000	 -0.4518113993815395E+000	 +0.1052604670372945E+004	
     +22	 +0.1088266723708758E+004	 +0.0000000000000000E+000	 -0.4342361220159111E+000	 +0.1088266723708758E+004	
     +23	 +0.1135550861087881E+004	 +0.0000000000000000E+000	 -0.4107101899320874E+000	 +0.1135550861087881E+004	
     +24	 +0.1231136066591452E+004	 +0.0000000000000000E+000	 -0.4009357949032824E+000	 +0.1231136066591452E+004	
     +25	 +0.1297737968177760E+004	 +0.0000000000000000E+000	 -0.3870836286647645E+000	 +0.1297737968177760E+004	
     +26	 +0.1406826634882118E+004	 +0.0000000000000000E+000	 -0.3795140387386837E+000	 +0.1406826634882118E+004	
     +27	 +0.1511660739506674E+004	 +0.0000000000000000E+000	 -0.3732483111926456E+000	 +0.1511660739506674E+004	
     +28	 +0.1607751414190534E+004	 +0.0000000000000000E+000	 -0.3665619388964073E+000	 +0.1607751414190534E+004	
     +29	 +0.1666124310548148E+004	 +0.0000000000000000E+000	 -0.3567513308132534E+000	 +0.1666124310548148E+004	
     +30	 +0.1734048850653934E+004	 +0.0000000000000000E+000	 -0.3481258025089469E+000	 +0.1734048850653934E+004	
     +31	 +0.1785121562271902E+004	 +0.0000000000000000E+000	 -0.3403104296602282E+000	 +0.1785121562271902E+004	
     +32	 +0.1886317098441881E+004	 +0.0000000000000000E+000	 -0.5939889164311204E+000	 +0.1886317098441881E+004	
