 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.2577534955024700E+004	 +0.0000000000000000E+000	 -0.5374810932995143E+000	 +0.2577534955024700E+004	
      +2	 +0.2836903917464304E+004	 +0.0000000000000000E+000	 -0.1926580278007772E+000	 +0.2836903917464304E+004	
      +3	 +0.2865661543058288E+004	 +0.0000000000000000E+000	 -0.1855393568849322E+000	 +0.2865661543058288E+004	
      +4	 +0.2701024855458788E+004	 +0.0000000000000000E+000	 -0.1186259743234777E+000	 +0.2701024855458788E+004	
      +5	 +0.2715504730885869E+004	 +0.0000000000000000E+000	 -0.1190377256985505E+000	 +0.2715504730885869E+004	
      +6	 +0.2600622864252296E+004	 +0.0000000000000000E+000	 -0.7583169378276745E-001	 +0.2600622864252296E+004	
      +7	 +0.2608684565023923E+004	 +0.0000000000000000E+000	 -0.7613022522177977E-001	 +0.2608684565023923E+004	
      +8	 +0.2653815459094701E+004	 +0.0000000000000000E+000	 -0.1023283770241168E+000	 +0.2653815459094701E+004	
      +9	 +0.2630470131849120E+004	 +0.7468134275319738E+003	 -0.1408751493264451E+000	 +0.1883656704317146E+004	
     +10	 +0.2432862856904804E+004	 +0.1405604957835893E+005	 -0.1345201159121802E+000	 +0.0000000000000000E+000	
     +11	 +0.3059246676191551E+004	 +0.6608682656831978E+005	 -0.1334686076345965E+000	 +0.0000000000000000E+000	
     +12	 +0.2691925757142701E+004	 +0.1793881499767353E+006	 -0.1143737316178306E+000	 +0.0000000000000000E+000	
     +13	 +0.2371704322071041E+004	 +0.2918472464637310E+006	 -0.1303983533287028E+000	 +0.0000000000000000E+000	
     +14	 +0.2016643932944594E+004	 +0.2397516246478802E+006	 -0.1168589795131355E+000	 +0.0000000000000000E+000	
     +15	 +0.2084133950787707E+004	 +0.3140931430386272E+005	 -0.1173650455169550E+000	 +0.0000000000000000E+000	
     +16	 +0.1334386791671623E+004	 +0.5414099240549581E+004	 -0.1102074130141749E+000	 +0.0000000000000000E+000	
     +17	 +0.1514824208431862E+004	 +0.7438284765259402E+003	 -0.1095162136002910E+000	 +0.7709957319059220E+003	
     +18	 +0.1554973207427332E+004	 +0.0000000000000000E+000	 +0.2971507378605517E-001	 +0.1554973207427332E+004	
     +19	 +0.1648483332644975E+004	 +0.0000000000000000E+000	 +0.8342490070661419E-001	 +0.1648483332644975E+004	
     +20	 +0.1579766702798847E+004	 +0.0000000000000000E+000	 +0.1478770582373979E+000	 +0.1579766702798847E+004	
     +21	 +0.1666275750489935E+004	 +0.0000000000000000E+000	 +0.1775984069035350E+000	 +0.1666275750489935E+004	
     +22	 +0.1690710331220870E+004	 +0.0000000000000000E+000	 +0.2131670385637059E+000	 +0.1690710331220870E+004	
     +23	 +0.1737041125958965E+004	 +0.0000000000000000E+000	 +0.2289478018364387E+000	 +0.1737041125958965E+004	
     +24	 +0.1829433601925292E+004	 +0.0000000000000000E+000	 +0.2500564771944236E+000	 +0.1829433601925292E+004	
     +25	 +0.1897249033060823E+004	 +0.0000000000000000E+000	 +0.2596289196780459E+000	 +0.1897249033060823E+004	
     +26	 +0.1990206848751545E+004	 +0.0000000000000000E+000	 +0.2752261213878690E+000	 +0.1990206848751545E+004	
     +27	 +0.2094303220801754E+004	 +0.0000000000000000E+000	 +0.2808966822510037E+000	 +0.2094303220801754E+004	
     +28	 +0.2174107089643934E+004	 +0.0000000000000000E+000	 +0.2942189861082677E+000	 +0.2174107089643934E+004	
     +29	 +0.2230078558495961E+004	 +0.0000000000000000E+000	 +0.3035821399066662E+000	 +0.2230078558495961E+004	
